,Time,Open,High,Low,Close,Volume
49,2020-10-27 04:53,1.18238,1.18241,1.18238,1.18239,206
50,2020-10-27 04:54,1.18238,1.1824,1.18238,1.1824,288
51,2020-10-27 04:55,1.18238,1.1824299999999999,1.1822700000000002,1.18239,701
52,2020-10-27 04:56,1.18239,1.18245,1.18239,1.1824299999999999,582
53,2020-10-27 04:57,1.1824299999999999,1.18246,1.1824299999999999,1.18244,512
54,2020-10-27 04:58,1.18245,1.18246,1.1824299999999999,1.18244,489
55,2020-10-27 04:59,1.18244,1.18246,1.18242,1.18245,724
56,2020-10-27 05:00,1.18245,1.18267,1.18244,1.18267,1105
57,2020-10-27 05:01,1.18265,1.18269,1.18256,1.18266,960
58,2020-10-27 05:02,1.18269,1.18274,1.18264,1.18271,917
59,2020-10-27 05:03,1.18272,1.18276,1.18268,1.18269,664
60,2020-10-27 05:04,1.18269,1.1827299999999998,1.18269,1.18271,347
61,2020-10-27 05:05,1.18271,1.18271,1.18255,1.1826299999999998,939
62,2020-10-27 05:06,1.1826299999999998,1.18267,1.18256,1.18256,716
63,2020-10-27 05:07,1.18256,1.1826,1.18252,1.18254,491
64,2020-10-27 05:08,1.1825299999999999,1.18258,1.1825299999999999,1.1825700000000001,318
65,2020-10-27 05:09,1.1825700000000001,1.18261,1.18256,1.1826,488
66,2020-10-27 05:10,1.18261,1.18277,1.18261,1.18276,563
67,2020-10-27 05:11,1.18276,1.18289,1.18275,1.18289,933
68,2020-10-27 05:12,1.18289,1.18289,1.18282,1.18285,626
69,2020-10-27 05:13,1.18286,1.18288,1.18284,1.18284,657
70,2020-10-27 05:14,1.1828299999999998,1.18289,1.1828299999999998,1.18285,511
71,2020-10-27 05:15,1.18285,1.18289,1.18284,1.18288,395
72,2020-10-27 05:16,1.18287,1.18289,1.1828299999999998,1.1828299999999998,501
73,2020-10-27 05:17,1.18284,1.18285,1.1828299999999998,1.18284,170
74,2020-10-27 05:19,1.1828299999999998,1.18287,1.1828299999999998,1.18284,320
75,2020-10-27 05:20,1.18285,1.18289,1.18284,1.18284,507
76,2020-10-27 05:21,1.18285,1.18289,1.18284,1.18288,617
77,2020-10-27 05:22,1.18288,1.1829,1.18286,1.18288,405
78,2020-10-27 05:23,1.18289,1.1829100000000001,1.18285,1.18286,836
79,2020-10-27 05:24,1.18287,1.1829,1.18284,1.18285,768
80,2020-10-27 05:25,1.18285,1.18288,1.18284,1.18287,425
81,2020-10-27 05:26,1.18287,1.18289,1.18287,1.18289,456
82,2020-10-27 05:27,1.18289,1.1829,1.18288,1.18289,148
83,2020-10-27 05:28,1.18287,1.18289,1.18284,1.18284,936
84,2020-10-27 05:29,1.18286,1.18289,1.18284,1.18288,497
85,2020-10-27 05:30,1.18288,1.1830200000000002,1.18287,1.18296,983
86,2020-10-27 05:31,1.18296,1.183,1.18295,1.18299,793
87,2020-10-27 05:32,1.18299,1.18308,1.1829399999999999,1.18307,754
88,2020-10-27 05:33,1.18308,1.18316,1.18307,1.1831399999999999,813
89,2020-10-27 05:34,1.18315,1.18315,1.18308,1.18311,884
90,2020-10-27 05:35,1.18311,1.1831399999999999,1.18308,1.18313,863
91,2020-10-27 05:36,1.1831200000000002,1.1831399999999999,1.18303,1.18307,773
92,2020-10-27 05:37,1.18306,1.18308,1.18303,1.18305,609
93,2020-10-27 05:38,1.18306,1.18307,1.1830200000000002,1.18307,221
94,2020-10-27 05:39,1.18306,1.18306,1.1830399999999999,1.18305,343
95,2020-10-27 05:40,1.18305,1.18308,1.18297,1.18297,703
96,2020-10-27 05:41,1.183,1.1830399999999999,1.18284,1.18303,1228
97,2020-10-27 05:42,1.18303,1.1831200000000002,1.18296,1.1830200000000002,705
98,2020-10-27 05:43,1.1830200000000002,1.18303,1.18298,1.183,305
99,2020-10-27 05:44,1.183,1.18306,1.18296,1.18305,454
100,2020-10-27 05:45,1.18306,1.18316,1.1830100000000001,1.18313,966
101,2020-10-27 05:46,1.18313,1.1833200000000001,1.18311,1.18329,821
102,2020-10-27 05:47,1.1833,1.18347,1.18324,1.1833799999999999,1131
103,2020-10-27 05:48,1.18339,1.18344,1.18329,1.1834,615
104,2020-10-27 05:49,1.1834,1.18343,1.18334,1.1833799999999999,754
105,2020-10-27 05:50,1.18336,1.18337,1.18318,1.1833,958
106,2020-10-27 05:51,1.1833,1.1833,1.1832200000000002,1.18327,859
107,2020-10-27 05:52,1.1832799999999999,1.18331,1.18325,1.1832799999999999,556
108,2020-10-27 05:53,1.18329,1.1833,1.18323,1.18329,890
109,2020-10-27 05:54,1.18329,1.1833200000000001,1.18325,1.1832799999999999,781
110,2020-10-27 05:55,1.1833,1.1833,1.18324,1.18326,711
111,2020-10-27 05:56,1.18327,1.18335,1.18326,1.18329,556
112,2020-10-27 05:57,1.1833,1.18337,1.18323,1.18323,839
113,2020-10-27 05:58,1.18325,1.1833799999999999,1.18323,1.1833799999999999,1139
114,2020-10-27 05:59,1.18337,1.1833799999999999,1.1832799999999999,1.18335,941
115,2020-10-27 06:00,1.18334,1.18339,1.18327,1.1833799999999999,487
116,2020-10-27 06:01,1.1834200000000001,1.18349,1.18335,1.18343,1484
117,2020-10-27 06:02,1.18343,1.18354,1.18341,1.18343,950
118,2020-10-27 06:03,1.18341,1.1835,1.18341,1.18347,706
119,2020-10-27 06:04,1.1834799999999999,1.18354,1.1834799999999999,1.1835,776
120,2020-10-27 06:05,1.18349,1.18351,1.18345,1.1835,942
121,2020-10-27 06:06,1.18349,1.1835799999999999,1.1834799999999999,1.18351,833
122,2020-10-27 06:07,1.1835,1.18351,1.18339,1.18339,536
123,2020-10-27 06:08,1.18337,1.18343,1.1833,1.18335,603
124,2020-10-27 06:09,1.18335,1.1833799999999999,1.18333,1.1833799999999999,552
125,2020-10-27 06:10,1.18337,1.18347,1.1833,1.18339,1102
126,2020-10-27 06:11,1.1833799999999999,1.1834,1.18334,1.18336,804
127,2020-10-27 06:12,1.18335,1.18346,1.18333,1.18337,842
128,2020-10-27 06:13,1.18335,1.1834,1.18334,1.1833799999999999,607
129,2020-10-27 06:14,1.1833799999999999,1.18351,1.1833799999999999,1.18349,682
130,2020-10-27 06:15,1.18349,1.18356,1.18339,1.1834,662
131,2020-10-27 06:16,1.1834,1.18346,1.18334,1.1833799999999999,809
132,2020-10-27 06:17,1.1833799999999999,1.18345,1.18336,1.18337,995
133,2020-10-27 06:18,1.18339,1.18339,1.1833200000000001,1.18337,913
134,2020-10-27 06:19,1.18337,1.1833799999999999,1.18334,1.18337,572
135,2020-10-27 06:20,1.18337,1.18337,1.18331,1.18336,745
136,2020-10-27 06:21,1.18334,1.18337,1.18329,1.18335,401
137,2020-10-27 06:22,1.18334,1.18337,1.1833200000000001,1.18336,442
138,2020-10-27 06:23,1.18335,1.18336,1.18331,1.1833200000000001,604
139,2020-10-27 06:24,1.1833200000000001,1.18335,1.18331,1.1833200000000001,275
140,2020-10-27 06:25,1.1833200000000001,1.18335,1.1833,1.18334,615
141,2020-10-27 06:26,1.18334,1.18336,1.1833200000000001,1.1833200000000001,499
142,2020-10-27 06:27,1.18331,1.1833200000000001,1.18326,1.18329,566
143,2020-10-27 06:28,1.18329,1.18329,1.18315,1.18321,613
144,2020-10-27 06:29,1.18319,1.18325,1.18317,1.18323,1007
145,2020-10-27 06:30,1.1832200000000002,1.18326,1.18316,1.1832,847
146,2020-10-27 06:31,1.18321,1.18323,1.18315,1.18315,639
147,2020-10-27 06:32,1.18315,1.18327,1.18315,1.1832200000000002,949
148,2020-10-27 06:33,1.18321,1.18326,1.18319,1.18326,430
149,2020-10-27 06:34,1.18327,1.18327,1.1832,1.18323,642
150,2020-10-27 06:35,1.18321,1.18325,1.18321,1.18323,524
151,2020-10-27 06:36,1.1832200000000002,1.18327,1.18321,1.1832200000000002,678
152,2020-10-27 06:37,1.1832200000000002,1.18329,1.18321,1.18329,796
153,2020-10-27 06:38,1.18329,1.18333,1.18327,1.18331,340
154,2020-10-27 06:39,1.18331,1.1833799999999999,1.18331,1.18337,235
155,2020-10-27 06:40,1.18337,1.1833799999999999,1.18334,1.18336,329
156,2020-10-27 06:41,1.18336,1.18344,1.1833,1.1834200000000001,871
157,2020-10-27 06:42,1.18341,1.18347,1.18339,1.18347,278
158,2020-10-27 06:43,1.1834799999999999,1.1835200000000001,1.18345,1.18349,294
159,2020-10-27 06:44,1.1834799999999999,1.1835,1.18329,1.1833,514
160,2020-10-27 06:45,1.1833,1.18331,1.18315,1.18316,515
161,2020-10-27 06:46,1.18317,1.1832200000000002,1.18316,1.18317,640
162,2020-10-27 06:47,1.18315,1.1832,1.1831200000000002,1.18317,131
163,2020-10-27 06:48,1.18316,1.18317,1.18315,1.18317,139
164,2020-10-27 06:49,1.18316,1.18317,1.1831,1.1831,279
165,2020-10-27 06:50,1.18311,1.1831200000000002,1.1830200000000002,1.18306,372
166,2020-10-27 06:51,1.18306,1.18311,1.183,1.18311,409
167,2020-10-27 06:52,1.18311,1.18311,1.18296,1.18297,521
168,2020-10-27 06:53,1.18298,1.1830200000000002,1.18296,1.183,492
169,2020-10-27 06:54,1.183,1.18316,1.183,1.1831399999999999,567
170,2020-10-27 06:55,1.1831399999999999,1.18321,1.18311,1.1831399999999999,769
171,2020-10-27 06:56,1.18316,1.18316,1.1831,1.18313,460
172,2020-10-27 06:57,1.1831,1.1832,1.18309,1.1832,578
173,2020-10-27 06:58,1.18321,1.1833,1.18317,1.18325,389
174,2020-10-27 06:59,1.18324,1.18324,1.18315,1.18318,299
175,2020-10-27 07:00,1.18317,1.18319,1.1829,1.1829399999999999,1087
176,2020-10-27 07:01,1.18295,1.18297,1.1829,1.1829399999999999,421
177,2020-10-27 07:02,1.18293,1.18295,1.18282,1.18282,805
178,2020-10-27 07:03,1.1828100000000001,1.18297,1.1828100000000001,1.1829399999999999,708
179,2020-10-27 07:04,1.18295,1.18295,1.18282,1.18287,783
180,2020-10-27 07:05,1.18286,1.18286,1.18267,1.18274,869
181,2020-10-27 07:06,1.18274,1.18275,1.18261,1.18269,884
182,2020-10-27 07:07,1.18269,1.18275,1.18264,1.18264,880
183,2020-10-27 07:08,1.18264,1.18265,1.18251,1.18256,1043
184,2020-10-27 07:09,1.18255,1.1826,1.18251,1.18255,720
185,2020-10-27 07:10,1.18258,1.18264,1.18256,1.1826299999999998,693
186,2020-10-27 07:11,1.1826299999999998,1.18268,1.1826,1.18267,541
187,2020-10-27 07:12,1.18266,1.18268,1.1826,1.18262,735
188,2020-10-27 07:13,1.18261,1.18265,1.18244,1.1825,665
189,2020-10-27 07:14,1.18251,1.18254,1.1824,1.1824,564
190,2020-10-27 07:15,1.18242,1.18256,1.18242,1.18252,343
191,2020-10-27 07:16,1.18251,1.18252,1.1822700000000002,1.1822700000000002,991
192,2020-10-27 07:17,1.18229,1.1823700000000001,1.18215,1.18226,960
193,2020-10-27 07:18,1.18225,1.1823700000000001,1.18225,1.18229,982
194,2020-10-27 07:19,1.1823,1.1823299999999999,1.1821,1.18214,906
195,2020-10-27 07:20,1.18214,1.1824,1.18212,1.18239,1290
196,2020-10-27 07:21,1.18239,1.18242,1.1822700000000002,1.1823,597
197,2020-10-27 07:22,1.1823,1.18234,1.18221,1.18222,853
198,2020-10-27 07:23,1.18224,1.18236,1.18223,1.18234,412
199,2020-10-27 07:24,1.18232,1.18236,1.18221,1.18222,526
200,2020-10-27 07:25,1.18221,1.18224,1.18214,1.18214,774
201,2020-10-27 07:26,1.18215,1.18228,1.18211,1.18219,853
202,2020-10-27 07:27,1.18219,1.18219,1.1818799999999998,1.1819,869
203,2020-10-27 07:28,1.1818899999999999,1.1819,1.18167,1.18169,423
204,2020-10-27 07:29,1.18169,1.18177,1.1816,1.18164,713
205,2020-10-27 07:30,1.18164,1.18175,1.18155,1.18157,707
206,2020-10-27 07:31,1.1815799999999999,1.1816200000000001,1.18154,1.18156,660
207,2020-10-27 07:32,1.18155,1.18161,1.18154,1.18159,481
208,2020-10-27 07:33,1.1816,1.18174,1.1816,1.18167,735
209,2020-10-27 07:34,1.1816799999999998,1.18175,1.18166,1.18175,443
210,2020-10-27 07:35,1.18175,1.18195,1.18174,1.18191,767
211,2020-10-27 07:36,1.18191,1.18202,1.1819,1.1819600000000001,468
212,2020-10-27 07:37,1.18195,1.18205,1.18192,1.18205,663
213,2020-10-27 07:38,1.18205,1.1821700000000002,1.18205,1.18212,569
214,2020-10-27 07:39,1.18211,1.18213,1.182,1.18208,717
215,2020-10-27 07:40,1.1820899999999999,1.18214,1.18204,1.18208,659
216,2020-10-27 07:41,1.1820700000000002,1.1820700000000002,1.1818600000000001,1.182,860
217,2020-10-27 07:42,1.182,1.18201,1.1819,1.18194,739
218,2020-10-27 07:43,1.18194,1.18211,1.18194,1.18203,691
219,2020-10-27 07:44,1.18202,1.18202,1.18191,1.18191,462
220,2020-10-27 07:45,1.18192,1.18203,1.18191,1.18192,894
221,2020-10-27 07:46,1.18192,1.18223,1.1819,1.18216,801
222,2020-10-27 07:47,1.18215,1.18236,1.18214,1.18235,615
223,2020-10-27 07:48,1.18235,1.1824,1.18225,1.18235,1251
224,2020-10-27 07:49,1.18234,1.18235,1.18219,1.18223,396
225,2020-10-27 07:50,1.18222,1.1822700000000002,1.18216,1.18222,532
226,2020-10-27 07:51,1.18222,1.18225,1.18215,1.18224,710
227,2020-10-27 07:52,1.18225,1.18229,1.18218,1.18223,297
228,2020-10-27 07:53,1.18223,1.18223,1.182,1.18214,664
229,2020-10-27 07:54,1.18213,1.18224,1.1821,1.18224,716
230,2020-10-27 07:55,1.18223,1.18223,1.1820700000000002,1.1820700000000002,1070
231,2020-10-27 07:56,1.18206,1.18226,1.18204,1.18211,708
232,2020-10-27 07:57,1.18211,1.18221,1.182,1.18201,1090
233,2020-10-27 07:58,1.18203,1.1820899999999999,1.18191,1.1819600000000001,1355
234,2020-10-27 07:59,1.1819899999999999,1.1819899999999999,1.1818,1.18183,1024
235,2020-10-27 08:00,1.18184,1.18201,1.18169,1.1817,1664
236,2020-10-27 08:01,1.18169,1.18193,1.18169,1.18179,987
237,2020-10-27 08:02,1.18179,1.18203,1.1817799999999998,1.182,1042
238,2020-10-27 08:03,1.18198,1.18222,1.18198,1.18214,1084
239,2020-10-27 08:04,1.18218,1.18232,1.18218,1.1822700000000002,1100
240,2020-10-27 08:05,1.18226,1.18226,1.18208,1.18213,1129
241,2020-10-27 08:06,1.18214,1.18225,1.18208,1.18218,1234
242,2020-10-27 08:07,1.18219,1.18219,1.18193,1.18198,844
243,2020-10-27 08:08,1.1819899999999999,1.18202,1.18167,1.18167,997
244,2020-10-27 08:09,1.18167,1.18174,1.18133,1.18133,1361
245,2020-10-27 08:10,1.1812799999999999,1.1812799999999999,1.18087,1.18108,1350
246,2020-10-27 08:11,1.18109,1.18113,1.18059,1.18059,1338
247,2020-10-27 08:12,1.1805700000000001,1.18066,1.18039,1.18046,1826
248,2020-10-27 08:13,1.18045,1.18062,1.1803700000000001,1.18058,1674
249,2020-10-27 08:14,1.18058,1.18059,1.18013,1.18026,2040
250,2020-10-27 08:15,1.18026,1.18062,1.18025,1.18058,1531
251,2020-10-27 08:16,1.1806,1.18076,1.18035,1.18035,1565
252,2020-10-27 08:17,1.18035,1.18049,1.18029,1.18035,1580
253,2020-10-27 08:18,1.18034,1.18049,1.18029,1.18048,953
254,2020-10-27 08:19,1.18049,1.1805,1.18019,1.18041,958
255,2020-10-27 08:20,1.1804,1.1804299999999999,1.1800899999999999,1.1801,1462
256,2020-10-27 08:21,1.18011,1.18021,1.1798799999999998,1.17994,1270
257,2020-10-27 08:22,1.1799600000000001,1.18001,1.17985,1.1798899999999999,1507
258,2020-10-27 08:23,1.1799,1.18001,1.1798600000000001,1.1798799999999998,1265
259,2020-10-27 08:24,1.1798899999999999,1.17991,1.17984,1.1798899999999999,808
260,2020-10-27 08:25,1.1798899999999999,1.1798899999999999,1.17963,1.1797,1024
261,2020-10-27 08:26,1.17969,1.17993,1.1796799999999998,1.1799,887
262,2020-10-27 08:27,1.1799,1.18011,1.1799,1.1801,1345
263,2020-10-27 08:28,1.1801,1.18025,1.18001,1.18011,1185
264,2020-10-27 08:29,1.18011,1.1803700000000001,1.18006,1.18032,1528
265,2020-10-27 08:30,1.18032,1.1803700000000001,1.18013,1.18031,1352
266,2020-10-27 08:31,1.18031,1.18062,1.18031,1.18061,834
267,2020-10-27 08:32,1.18061,1.18071,1.18058,1.18067,1265
268,2020-10-27 08:33,1.18068,1.18075,1.18062,1.18068,1507
269,2020-10-27 08:34,1.18068,1.18072,1.18054,1.18054,1233
270,2020-10-27 08:35,1.18054,1.18058,1.18041,1.18054,941
271,2020-10-27 08:36,1.18054,1.1807299999999998,1.18054,1.18056,1006
272,2020-10-27 08:37,1.18056,1.18071,1.1804299999999999,1.1807,1130
273,2020-10-27 08:38,1.1807,1.18072,1.18064,1.18067,245
274,2020-10-27 08:39,1.18066,1.18077,1.1805700000000001,1.18077,895
275,2020-10-27 08:40,1.18076,1.18087,1.1807,1.18087,1112
276,2020-10-27 08:41,1.18086,1.18117,1.18085,1.18116,1109
277,2020-10-27 08:42,1.18117,1.18127,1.18115,1.1812,1009
278,2020-10-27 08:43,1.1812,1.1813799999999999,1.18115,1.18136,1034
279,2020-10-27 08:44,1.18137,1.18141,1.1813,1.18131,990
280,2020-10-27 08:45,1.1813200000000001,1.1813200000000001,1.18108,1.18111,931
281,2020-10-27 08:46,1.1811200000000002,1.18117,1.1809100000000001,1.18093,1429
282,2020-10-27 08:47,1.18093,1.18098,1.18072,1.1809,1229
283,2020-10-27 08:48,1.1809100000000001,1.1809100000000001,1.18068,1.18074,925
284,2020-10-27 08:49,1.18074,1.18106,1.18074,1.18106,1189
285,2020-10-27 08:50,1.18107,1.18109,1.18074,1.18074,607
286,2020-10-27 08:51,1.18075,1.18084,1.18068,1.1808299999999998,439
287,2020-10-27 08:52,1.18084,1.1810200000000002,1.1808299999999998,1.18099,381
288,2020-10-27 08:53,1.18099,1.181,1.18092,1.18097,569
289,2020-10-27 08:54,1.18096,1.1810399999999999,1.1808299999999998,1.18099,612
290,2020-10-27 08:55,1.18099,1.18105,1.18076,1.18076,1024
291,2020-10-27 08:56,1.18077,1.1808100000000001,1.18072,1.18079,442
292,2020-10-27 08:57,1.18078,1.18079,1.18064,1.18067,551
293,2020-10-27 08:58,1.18065,1.18093,1.18065,1.18088,456
294,2020-10-27 08:59,1.18089,1.18096,1.18086,1.18093,493
295,2020-10-27 09:00,1.18092,1.18092,1.18075,1.18079,951
296,2020-10-27 09:01,1.18079,1.18092,1.18076,1.18087,441
297,2020-10-27 09:02,1.18085,1.18086,1.18058,1.18076,789
298,2020-10-27 09:03,1.18075,1.1808,1.18059,1.18061,725
299,2020-10-27 09:04,1.18062,1.18064,1.18034,1.18048,673
300,2020-10-27 09:05,1.1804700000000001,1.18048,1.18036,1.1804,651
301,2020-10-27 09:06,1.1804,1.18076,1.18035,1.1806299999999998,996
302,2020-10-27 09:07,1.1806299999999998,1.18064,1.18036,1.18041,717
303,2020-10-27 09:08,1.18042,1.18065,1.18042,1.18058,627
304,2020-10-27 09:09,1.18059,1.18064,1.18031,1.18032,719
305,2020-10-27 09:10,1.1803299999999999,1.18036,1.18013,1.18015,557
306,2020-10-27 09:11,1.18015,1.18026,1.1800700000000002,1.18024,661
307,2020-10-27 09:12,1.18024,1.18062,1.18022,1.1806,719
308,2020-10-27 09:13,1.18061,1.18075,1.18058,1.18074,478
309,2020-10-27 09:14,1.18074,1.1809,1.18072,1.18087,829
310,2020-10-27 09:15,1.18087,1.18088,1.18061,1.18072,1044
311,2020-10-27 09:16,1.1807299999999998,1.18089,1.18068,1.18074,1100
312,2020-10-27 09:17,1.18074,1.18076,1.1806299999999998,1.18065,973
313,2020-10-27 09:18,1.18067,1.18067,1.18038,1.18039,661
314,2020-10-27 09:19,1.18038,1.18059,1.18038,1.1805,441
315,2020-10-27 09:20,1.18051,1.1805700000000001,1.1803700000000001,1.18044,817
316,2020-10-27 09:21,1.18044,1.1805700000000001,1.18044,1.18051,532
317,2020-10-27 09:22,1.18049,1.18074,1.18046,1.18068,879
318,2020-10-27 09:23,1.18071,1.18071,1.18059,1.18069,621
319,2020-10-27 09:24,1.18069,1.18093,1.18069,1.1809,717
320,2020-10-27 09:25,1.1809100000000001,1.18131,1.1809,1.18126,985
321,2020-10-27 09:26,1.18126,1.18137,1.18125,1.18134,679
322,2020-10-27 09:27,1.18134,1.18139,1.1813200000000001,1.18139,685
323,2020-10-27 09:28,1.18139,1.18139,1.1812799999999999,1.1813,784
324,2020-10-27 09:29,1.18129,1.1813799999999999,1.18126,1.18126,717
325,2020-10-27 09:30,1.18126,1.1812799999999999,1.18117,1.18125,708
326,2020-10-27 09:31,1.18124,1.18126,1.18117,1.18124,521
327,2020-10-27 09:32,1.18124,1.1816,1.18124,1.18159,642
328,2020-10-27 09:33,1.18159,1.1816,1.18146,1.18149,770
329,2020-10-27 09:34,1.18151,1.1816200000000001,1.1815,1.18161,747
330,2020-10-27 09:35,1.1816200000000001,1.18167,1.18153,1.18153,624
331,2020-10-27 09:36,1.18153,1.1817,1.1815200000000001,1.18169,783
332,2020-10-27 09:37,1.18167,1.18169,1.18146,1.1815200000000001,564
333,2020-10-27 09:38,1.18151,1.18157,1.18147,1.18157,690
334,2020-10-27 09:39,1.18155,1.18155,1.1814200000000001,1.18144,630
335,2020-10-27 09:40,1.18143,1.18143,1.1811200000000002,1.1811200000000002,571
336,2020-10-27 09:41,1.18111,1.18118,1.18088,1.18089,681
337,2020-10-27 09:42,1.18089,1.18095,1.1808299999999998,1.18088,509
338,2020-10-27 09:43,1.18087,1.18093,1.1808299999999998,1.1808299999999998,342
339,2020-10-27 09:44,1.1808299999999998,1.1809,1.1807299999999998,1.1807299999999998,647
340,2020-10-27 09:45,1.18075,1.18105,1.1807299999999998,1.18103,814
341,2020-10-27 09:46,1.18103,1.18103,1.1809100000000001,1.18095,690
342,2020-10-27 09:47,1.1809399999999999,1.18106,1.18089,1.1810399999999999,507
343,2020-10-27 09:48,1.18105,1.18115,1.18099,1.1811,804
344,2020-10-27 09:49,1.18109,1.18115,1.18109,1.18115,524
345,2020-10-27 09:50,1.1811399999999999,1.18117,1.18097,1.18108,464
346,2020-10-27 09:51,1.18109,1.1812200000000002,1.18106,1.18119,653
347,2020-10-27 09:52,1.18123,1.1813,1.18119,1.18124,330
348,2020-10-27 09:53,1.18123,1.1812799999999999,1.1812200000000002,1.18127,321
349,2020-10-27 09:54,1.1812799999999999,1.18135,1.18118,1.18124,650
350,2020-10-27 09:55,1.18124,1.18125,1.1806299999999998,1.1806299999999998,764
351,2020-10-27 09:56,1.18062,1.18069,1.18044,1.1806,823
352,2020-10-27 09:57,1.18059,1.18085,1.1805700000000001,1.18085,864
353,2020-10-27 09:58,1.18086,1.18088,1.18069,1.1807,710
354,2020-10-27 09:59,1.18069,1.1809,1.18069,1.18087,797
355,2020-10-27 10:00,1.18086,1.18087,1.18058,1.18058,821
356,2020-10-27 10:01,1.18059,1.18064,1.1805,1.18064,529
357,2020-10-27 10:02,1.18065,1.18085,1.1806299999999998,1.18085,592
358,2020-10-27 10:03,1.18086,1.18093,1.18071,1.18084,785
359,2020-10-27 10:04,1.18086,1.18087,1.18055,1.18058,691
360,2020-10-27 10:05,1.18059,1.1807299999999998,1.18054,1.18059,815
361,2020-10-27 10:06,1.18061,1.18079,1.1806,1.18075,503
362,2020-10-27 10:07,1.18074,1.18074,1.18059,1.18062,907
363,2020-10-27 10:08,1.18059,1.18075,1.18056,1.18075,645
364,2020-10-27 10:09,1.18075,1.1808,1.18069,1.18079,350
365,2020-10-27 10:10,1.18079,1.18085,1.18068,1.18068,664
366,2020-10-27 10:11,1.18068,1.18085,1.18068,1.1808100000000001,560
367,2020-10-27 10:12,1.1808,1.1810100000000001,1.1808,1.18098,404
368,2020-10-27 10:13,1.18097,1.181,1.18082,1.18088,853
369,2020-10-27 10:14,1.18087,1.18098,1.18079,1.1808100000000001,813
370,2020-10-27 10:15,1.1808,1.18086,1.18079,1.18084,513
